,CELL_ID,CELL_TYPE,CELL_CLASS
1525,1526,Tumor 4,Tumor
1200,1201,Tumor 4,Tumor
1368,1369,Tumor 3,Tumor
1355,1356,Tumor 3,Tumor
873,874,Tumor 2 (Ki67 Proliferating),Tumor
859,860,Tumor 3,Tumor
886,887,Tumor 2 (Ki67 Proliferating),Tumor
795,796,Tumor 4,Tumor
838,839,Tumor 7,Tumor
756,757,Tumor 7,Tumor
811,812,Tumor 3,Tumor
1313,1314,Tumor 3,Tumor
1142,1143,Tumor 6 / DC,Tumor
980,981,Tumor 3,Tumor
1303,1304,Tumor 3,Tumor
1357,1358,Tumor 3,Tumor
1380,1381,Tumor 6 / DC,Tumor
1394,1395,Tumor 6 / DC,Tumor
1336,1337,Tumor 6 / DC,Tumor
1366,1367,Tumor 6 / DC,Tumor
1443,1444,Tumor 1,Tumor
1442,1443,Tumor 4,Tumor
1656,1657,Tumor 6 / DC,Tumor
1659,1660,Tumor 6 / DC,Tumor
1650,1651,Tumor 6 / DC,Tumor
1604,1605,Tumor 6 / DC,Tumor
587,588,Tumor 4,Tumor
601,602,Tumor 6 / DC,Tumor
586,587,Tumor 4,Tumor
592,593,Tumor 2 (Ki67 Proliferating),Tumor
614,615,Tumor 6 / DC,Tumor
111,112,Tumor 6 / DC,Tumor
108,109,Tumor 3,Tumor
140,141,Tumor 3,Tumor
116,117,Tumor 4,Tumor
152,153,Tumor 3,Tumor
165,166,Tumor 1,Tumor
151,152,Tumor 4,Tumor
136,137,Tumor 1,Tumor
147,148,Tumor 1,Tumor
128,129,Tumor 4,Tumor
497,498,Tumor 6 / DC,Tumor
495,496,Tumor 6 / DC,Tumor
508,509,Tumor 6 / DC,Tumor
449,450,Tumor 3,Tumor
411,412,Tumor 3,Tumor
427,428,Tumor 3,Tumor
465,466,Tumor 3,Tumor
464,465,Tumor 6 / DC,Tumor
364,365,Tumor 3,Tumor
371,372,Tumor 6 / DC,Tumor
350,351,Tumor 2 (Ki67 Proliferating),Tumor
342,343,Tumor 3,Tumor
334,335,Tumor 2 (Ki67 Proliferating),Tumor
577,578,Tumor 6 / DC,Tumor
581,582,Tumor 2 (Ki67 Proliferating),Tumor
599,600,Tumor 6 / DC,Tumor
625,626,Tumor 2 (Ki67 Proliferating),Tumor
570,571,Tumor 6 / DC,Tumor
623,624,Tumor 3,Tumor
604,605,Tumor 3,Tumor
1204,1205,Tumor 3,Tumor
1159,1160,Tumor 3,Tumor
1205,1206,Tumor 3,Tumor
1462,1463,Tumor 7,Tumor
1485,1486,Tumor 3,Tumor
1449,1450,Tumor 6 / DC,Tumor
1369,1370,Tumor 3,Tumor
1387,1388,Tumor 3,Tumor
858,859,Tumor 1,Tumor
843,844,Tumor 4,Tumor
854,855,Tumor 6 / DC,Tumor
870,871,Tumor 6 / DC,Tumor
309,310,Tumor 1,Tumor
264,265,Tumor 1,Tumor
67,68,Tumor 4,Tumor
361,362,Tumor 1,Tumor
362,363,Tumor 1,Tumor
392,393,Tumor 1,Tumor
127,128,Tumor 4,Tumor
48,49,Tumor 3,Tumor
33,34,Tumor 4,Tumor
103,104,Tumor 4,Tumor
23,24,Tumor 3,Tumor
61,62,Tumor 3,Tumor
89,90,Tumor 4,Tumor
56,57,Tumor 4,Tumor
70,71,Tumor 4,Tumor
54,55,Tumor 3,Tumor
45,46,Tumor 3,Tumor
485,486,Tumor 7,Tumor
486,487,Tumor 1,Tumor
458,459,Tumor 7,Tumor
437,438,Tumor 1,Tumor
471,472,Tumor 3,Tumor
2,3,Tumor 3,Tumor
47,48,Tumor 4,Tumor
11,12,Tumor 4,Tumor
10,11,Tumor 4,Tumor
0,1,Tumor 4,Tumor
234,235,Tumor 4,Tumor
261,262,Tumor 1,Tumor
241,242,Tumor 4,Tumor
199,200,Tumor 3,Tumor
286,287,Tumor 1,Tumor
289,290,Tumor 2 (Ki67 Proliferating),Tumor
352,353,Tumor 4,Tumor
263,264,Tumor 1,Tumor
290,291,Tumor 4,Tumor
297,298,Tumor 1,Tumor
148,149,Tumor 4,Tumor
281,282,Tumor 3,Tumor
351,352,Tumor 6 / DC,Tumor
372,373,Tumor 4,Tumor
359,360,Tumor 6 / DC,Tumor
137,138,Tumor 3,Tumor
170,171,Tumor 3,Tumor
512,513,Tumor 6 / DC,Tumor
330,331,Tumor 2 (Ki67 Proliferating),Tumor
299,300,Tumor 1,Tumor
326,327,Tumor 4,Tumor
319,320,Tumor 1,Tumor
308,309,Tumor 1,Tumor
327,328,Tumor 4,Tumor
318,319,Tumor 4,Tumor
247,248,Tumor 3,Tumor
246,247,Tumor 3,Tumor
213,214,Tumor 1,Tumor
161,162,Tumor 4,Tumor
194,195,Tumor 1,Tumor
1605,1606,Tumor 3,Tumor
1663,1664,Tumor 3,Tumor
1701,1702,Tumor 4,Tumor
1592,1593,Tumor 3,Tumor
1609,1610,Tumor 3,Tumor
1590,1591,Tumor 7,Tumor
1629,1630,Tumor 3,Tumor
1166,1167,Tumor 2 (Ki67 Proliferating),Tumor
1182,1183,Tumor 7,Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
1137,1138,Tumor 3,Tumor
1098,1099,Tumor 7,Tumor
1549,1550,Tumor 3,Tumor
1574,1575,Tumor 3,Tumor
1141,1142,Tumor 7,Tumor
1088,1089,Tumor 3,Tumor
1068,1069,Tumor 7,Tumor
1198,1199,Tumor 7,Tumor
1228,1229,Tumor 7,Tumor
1224,1225,Tumor 1,Tumor
1073,1074,Tumor 3,Tumor
1165,1166,Tumor 5,Tumor
1197,1198,Tumor 4,Tumor
1247,1248,Tumor 2 (Ki67 Proliferating),Tumor
1033,1034,Tumor 6 / DC,Tumor
1014,1015,Tumor 2 (Ki67 Proliferating),Tumor
1004,1005,Tumor 6 / DC,Tumor
1071,1072,Tumor 6 / DC,Tumor
1040,1041,Tumor 3,Tumor
483,484,Tumor 2 (Ki67 Proliferating),Tumor
500,501,Tumor 6 / DC,Tumor
543,544,Tumor 6 / DC,Tumor
522,523,Tumor 3,Tumor
555,556,Tumor 3,Tumor
1207,1208,Tumor 3,Tumor
1187,1188,Tumor 4,Tumor
1161,1162,Tumor 6 / DC,Tumor
1329,1330,Tumor 1,Tumor
1321,1322,Tumor 2 (Ki67 Proliferating),Tumor
1393,1394,Tumor 3,Tumor
1361,1362,Tumor 4,Tumor
1439,1440,Tumor 3,Tumor
76,77,Tumor 2 (Ki67 Proliferating),Tumor
65,66,Tumor 3,Tumor
84,85,Tumor 4,Tumor
69,70,Tumor 3,Tumor
85,86,Tumor 4,Tumor
109,110,Tumor 4,Tumor
394,395,Tumor 4,Tumor
345,346,Tumor 4,Tumor
492,493,Tumor 6 / DC,Tumor
466,467,Tumor 2 (Ki67 Proliferating),Tumor
505,506,Tumor 6 / DC,Tumor
421,422,Tumor 1,Tumor
430,431,Tumor 1,Tumor
452,453,Tumor 3,Tumor
374,375,Tumor 4,Tumor
363,364,Tumor 4,Tumor
402,403,Tumor 4,Tumor
355,356,Tumor 4,Tumor
272,273,Tumor 2 (Ki67 Proliferating),Tumor
1655,1656,Tumor 3,Tumor
1677,1678,Tumor 1,Tumor
1698,1699,Tumor 3,Tumor
1660,1661,Tumor 3,Tumor
1673,1674,Tumor 1,Tumor
1620,1621,Tumor 4,Tumor
1618,1619,Tumor 3,Tumor
1030,1031,Tumor 4,Tumor
1080,1081,Tumor 4,Tumor
1135,1136,Tumor 3,Tumor
1129,1130,Tumor 4,Tumor
1056,1057,Tumor 3,Tumor
1096,1097,Tumor 2 (Ki67 Proliferating),Tumor
1151,1152,Tumor 4,Tumor
1156,1157,Tumor 3,Tumor
1233,1234,Tumor 6 / DC,Tumor
1175,1176,Tumor 2 (Ki67 Proliferating),Tumor
1202,1203,Tumor 3,Tumor
1184,1185,Tumor 2 (Ki67 Proliferating),Tumor
1279,1280,Tumor 6 / DC,Tumor
1216,1217,Tumor 6 / DC,Tumor
1155,1156,Tumor 4,Tumor
1090,1091,Tumor 4,Tumor
1061,1062,Tumor 6 / DC,Tumor
1127,1128,Tumor 3,Tumor
1170,1171,Tumor 4,Tumor
1093,1094,Tumor 4,Tumor
1154,1155,Tumor 4,Tumor
396,397,Tumor 2 (Ki67 Proliferating),Tumor
416,417,Tumor 2 (Ki67 Proliferating),Tumor
417,418,Tumor 4,Tumor
425,426,Tumor 3,Tumor
409,410,Tumor 6 / DC,Tumor
447,448,Tumor 2 (Ki67 Proliferating),Tumor
446,447,Tumor 7,Tumor
1286,1287,Tumor 3,Tumor
1273,1274,Tumor 7,Tumor
1310,1311,Tumor 6 / DC,Tumor
1253,1254,Tumor 7,Tumor
1242,1243,Tumor 3,Tumor
1275,1276,Tumor 6 / DC,Tumor
184,185,Tumor 1,Tumor
205,206,Tumor 4,Tumor
183,184,Tumor 4,Tumor
211,212,Tumor 4,Tumor
187,188,Tumor 4,Tumor
