,CELL_ID,CELL_TYPE,CELL_CLASS
774,775,Tumor 4,Tumor
574,575,Tumor 2 (Ki67 Proliferating),Tumor
493,494,Tumor 3,Tumor
435,436,Tumor 7,Tumor
492,493,Tumor 7,Tumor
531,532,Tumor 7,Tumor
295,296,Tumor 1,Tumor
279,280,Tumor 1,Tumor
275,276,Tumor 7,Tumor
326,327,Tumor 7,Tumor
309,310,Tumor 6 / DC,Tumor
909,910,Tumor 3,Tumor
879,880,Tumor 3,Tumor
850,851,Tumor 2 (Ki67 Proliferating),Tumor
888,889,Tumor 3,Tumor
932,933,Tumor 1,Tumor
960,961,Tumor 2 (Ki67 Proliferating),Tumor
983,984,Tumor 7,Tumor
720,721,Tumor 7,Tumor
668,669,Tumor 7,Tumor
757,758,Tumor 2 (Ki67 Proliferating),Tumor
676,677,Tumor 7,Tumor
771,772,Tumor 2 (Ki67 Proliferating),Tumor
710,711,Tumor 2 (Ki67 Proliferating),Tumor
1462,1463,Tumor 1,Tumor
1405,1406,Tumor 7,Tumor
1436,1437,Tumor 3,Tumor
1419,1420,Tumor 7,Tumor
1411,1412,Tumor 3,Tumor
1432,1433,Tumor 6 / DC,Tumor
2006,2007,Tumor 4,Tumor
2058,2059,Tumor 2 (Ki67 Proliferating),Tumor
2048,2049,Tumor 2 (Ki67 Proliferating),Tumor
2025,2026,Tumor 7,Tumor
2035,2036,Tumor 2 (Ki67 Proliferating),Tumor
2064,2065,Tumor 4,Tumor
1848,1849,Tumor 4,Tumor
1908,1909,Tumor 3,Tumor
1885,1886,Tumor 3,Tumor
1897,1898,Tumor 4,Tumor
1924,1925,Tumor 2 (Ki67 Proliferating),Tumor
1962,1963,Tumor 3,Tumor
2087,2088,Tumor 6 / DC,Tumor
2099,2100,Tumor 6 / DC,Tumor
2083,2084,Tumor 6 / DC,Tumor
2104,2105,Tumor 6 / DC,Tumor
2097,2098,Tumor 2 (Ki67 Proliferating),Tumor
2119,2120,Tumor 6 / DC,Tumor
2082,2083,Tumor 2 (Ki67 Proliferating),Tumor
1618,1619,Tumor 1,Tumor
1604,1605,Tumor 1,Tumor
1658,1659,Tumor 1,Tumor
1622,1623,Tumor 3,Tumor
1641,1642,Tumor 3,Tumor
1668,1669,Tumor 6 / DC,Tumor
1646,1647,Tumor 1,Tumor
1674,1675,Tumor 6 / DC,Tumor
1696,1697,Tumor 7,Tumor
857,858,Tumor 3,Tumor
885,886,Tumor 3,Tumor
852,853,Tumor 4,Tumor
823,824,Tumor 3,Tumor
818,819,Tumor 3,Tumor
1514,1515,Tumor 6 / DC,Tumor
1430,1431,Tumor 2 (Ki67 Proliferating),Tumor
1434,1435,Tumor 4,Tumor
1800,1801,Tumor 3,Tumor
1773,1774,Tumor 4,Tumor
1763,1764,Tumor 3,Tumor
1803,1804,Tumor 3,Tumor
1774,1775,Tumor 4,Tumor
1750,1751,Tumor 4,Tumor
1722,1723,Tumor 6 / DC,Tumor
1937,1938,Tumor 2 (Ki67 Proliferating),Tumor
1777,1778,Tumor 4,Tumor
1922,1923,Tumor 3,Tumor
1728,1729,Tumor 6 / DC,Tumor
1702,1703,Tumor 4,Tumor
1725,1726,Tumor 2 (Ki67 Proliferating),Tumor
1527,1528,Tumor 6 / DC,Tumor
1488,1489,Tumor 2 (Ki67 Proliferating),Tumor
1459,1460,Tumor 6 / DC,Tumor
1494,1495,Tumor 2 (Ki67 Proliferating),Tumor
1531,1532,Tumor 6 / DC,Tumor
1475,1476,Tumor 6 / DC,Tumor
1619,1620,Tumor 3,Tumor
1563,1564,Tumor 3,Tumor
1579,1580,Tumor 2 (Ki67 Proliferating),Tumor
1645,1646,Tumor 6 / DC,Tumor
1669,1670,Tumor 3,Tumor
1605,1606,Tumor 3,Tumor
2053,2054,Tumor 2 (Ki67 Proliferating),Tumor
2032,2033,Tumor 6 / DC,Tumor
2002,2003,Tumor 6 / DC,Tumor
2096,2097,Tumor 6 / DC,Tumor
2102,2103,Tumor 6 / DC,Tumor
2078,2079,Tumor 6 / DC,Tumor
2121,2122,Tumor 6 / DC,Tumor
2055,2056,Tumor 3,Tumor
2243,2244,Tumor 6 / DC,Tumor
2213,2214,Tumor 2 (Ki67 Proliferating),Tumor
2237,2238,Tumor 2 (Ki67 Proliferating),Tumor
2198,2199,Tumor 3,Tumor
2278,2279,Tumor 4,Tumor
2160,2161,Tumor 3,Tumor
2071,2072,Tumor 4,Tumor
1193,1194,Tumor 3,Tumor
1204,1205,Tumor 3,Tumor
1188,1189,Tumor 2 (Ki67 Proliferating),Tumor
1066,1067,Tumor 4,Tumor
1145,1146,Tumor 1,Tumor
1124,1125,Tumor 1,Tumor
1108,1109,Tumor 7,Tumor
1149,1150,Tumor 3,Tumor
1162,1163,Tumor 1,Tumor
1199,1200,Tumor 3,Tumor
1232,1233,Tumor 1,Tumor
1271,1272,Tumor 2 (Ki67 Proliferating),Tumor
1316,1317,Tumor 3,Tumor
1346,1347,Tumor 4,Tumor
1381,1382,Tumor 6 / DC,Tumor
1317,1318,Tumor 4,Tumor
1410,1411,Tumor 3,Tumor
1182,1183,Tumor 6 / DC,Tumor
1238,1239,Tumor 2 (Ki67 Proliferating),Tumor
1268,1269,Tumor 6 / DC,Tumor
1097,1098,Tumor 7,Tumor
1080,1081,Tumor 7,Tumor
1337,1338,Tumor 6 / DC,Tumor
1352,1353,Tumor 7,Tumor
962,963,Tumor 6 / DC,Tumor
990,991,Tumor 2 (Ki67 Proliferating),Tumor
942,943,Tumor 4,Tumor
905,906,Tumor 3,Tumor
927,928,Tumor 2 (Ki67 Proliferating),Tumor
951,952,Tumor 4,Tumor
921,922,Tumor 2 (Ki67 Proliferating),Tumor
979,980,Tumor 6 / DC,Tumor
878,879,Tumor 7,Tumor
882,883,Tumor 4,Tumor
214,215,Tumor 7,Tumor
208,209,Tumor 1,Tumor
876,877,Tumor 6 / DC,Tumor
1011,1012,Tumor 2 (Ki67 Proliferating),Tumor
971,972,Tumor 6 / DC,Tumor
937,938,Tumor 3,Tumor
1121,1122,Tumor 7,Tumor
1139,1140,Tumor 2 (Ki67 Proliferating),Tumor
1101,1102,Tumor 7,Tumor
972,973,Tumor 3,Tumor
997,998,Tumor 6 / DC,Tumor
943,944,Tumor 3,Tumor
1032,1033,Tumor 6 / DC,Tumor
1028,1029,Tumor 7,Tumor
241,242,Tumor 4,Tumor
263,264,Tumor 3,Tumor
248,249,Tumor 4,Tumor
287,288,Tumor 3,Tumor
297,298,Tumor 3,Tumor
229,230,Tumor 4,Tumor
276,277,Tumor 3,Tumor
91,92,Tumor 1,Tumor
71,72,Tumor 1,Tumor
63,64,Tumor 6 / DC,Tumor
30,31,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 4,Tumor
43,44,Tumor 4,Tumor
66,67,Tumor 6 / DC,Tumor
76,77,Tumor 3,Tumor
128,129,Tumor 4,Tumor
466,467,Tumor 7,Tumor
486,487,Tumor 2 (Ki67 Proliferating),Tumor
453,454,Tumor 6 / DC,Tumor
546,547,Tumor 6 / DC,Tumor
519,520,Tumor 3,Tumor
501,502,Tumor 2 (Ki67 Proliferating),Tumor
772,773,Tumor 7,Tumor
737,738,Tumor 3,Tumor
783,784,Tumor 2 (Ki67 Proliferating),Tumor
651,652,Tumor 6 / DC,Tumor
608,609,Tumor 6 / DC,Tumor
634,635,Tumor 6 / DC,Tumor
663,664,Tumor 4,Tumor
697,698,Tumor 6 / DC,Tumor
580,581,Tumor 6 / DC,Tumor
644,645,Tumor 7,Tumor
688,689,Tumor 6 / DC,Tumor
545,546,Tumor 6 / DC,Tumor
562,563,Tumor 6 / DC,Tumor
548,549,Tumor 4,Tumor
530,531,Tumor 4,Tumor
510,511,Tumor 4,Tumor
507,508,Tumor 6 / DC,Tumor
631,632,Tumor 4,Tumor
579,580,Tumor 6 / DC,Tumor
592,593,Tumor 6 / DC,Tumor
647,648,Tumor 2 (Ki67 Proliferating),Tumor
503,504,Tumor 4,Tumor
421,422,Tumor 1,Tumor
473,474,Tumor 7,Tumor
1530,1531,Tumor 6 / DC,Tumor
1499,1500,Tumor 7,Tumor
1552,1553,Tumor 2 (Ki67 Proliferating),Tumor
1587,1588,Tumor 6 / DC,Tumor
1496,1497,Tumor 3,Tumor
1515,1516,Tumor 3,Tumor
1471,1472,Tumor 1,Tumor
1486,1487,Tumor 3,Tumor
1597,1598,Tumor 3,Tumor
1999,2000,Tumor 3,Tumor
1989,1990,Tumor 6 / DC,Tumor
2042,2043,Tumor 6 / DC,Tumor
1934,1935,Tumor 2 (Ki67 Proliferating),Tumor
1961,1962,Tumor 2 (Ki67 Proliferating),Tumor
1968,1969,Tumor 6 / DC,Tumor
1941,1942,Tumor 2 (Ki67 Proliferating),Tumor
1965,1966,Tumor 3,Tumor
1978,1979,Tumor 4,Tumor
1991,1992,Tumor 6 / DC,Tumor
2046,2047,Tumor 3,Tumor
2073,2074,Tumor 6 / DC,Tumor
2039,2040,Tumor 6 / DC,Tumor
2065,2066,Tumor 3,Tumor
2008,2009,Tumor 4,Tumor
1447,1448,Tumor 6 / DC,Tumor
1421,1422,Tumor 3,Tumor
1423,1424,Tumor 3,Tumor
1476,1477,Tumor 6 / DC,Tumor
1906,1907,Tumor 6 / DC,Tumor
1886,1887,Tumor 6 / DC,Tumor
1843,1844,Tumor 1,Tumor
1884,1885,Tumor 3,Tumor
1687,1688,Tumor 6 / DC,Tumor
1708,1709,Tumor 2 (Ki67 Proliferating),Tumor
1600,1601,Tumor 3,Tumor
1452,1453,Tumor 4,Tumor
1482,1483,Tumor 6 / DC,Tumor
1538,1539,Tumor 4,Tumor
1559,1560,Tumor 3,Tumor
1534,1535,Tumor 3,Tumor
1460,1461,Tumor 3,Tumor
1470,1471,Tumor 3,Tumor
1654,1655,Tumor 6 / DC,Tumor
1606,1607,Tumor 4,Tumor
1571,1572,Tumor 2 (Ki67 Proliferating),Tumor
2197,2198,Tumor 2 (Ki67 Proliferating),Tumor
2045,2046,Tumor 2 (Ki67 Proliferating),Tumor
2074,2075,Tumor 2 (Ki67 Proliferating),Tumor
2147,2148,Tumor 3,Tumor
2092,2093,Tumor 6 / DC,Tumor
2088,2089,Tumor 6 / DC,Tumor
2050,2051,Tumor 6 / DC,Tumor
2061,2062,Tumor 6 / DC,Tumor
2132,2133,Tumor 6 / DC,Tumor
2079,2080,Tumor 6 / DC,Tumor
2140,2141,Tumor 2 (Ki67 Proliferating),Tumor
1111,1112,Tumor 4,Tumor
1134,1135,Tumor 2 (Ki67 Proliferating),Tumor
1090,1091,Tumor 2 (Ki67 Proliferating),Tumor
1051,1052,Tumor 3,Tumor
1098,1099,Tumor 2 (Ki67 Proliferating),Tumor
1303,1304,Tumor 3,Tumor
1328,1329,Tumor 6 / DC,Tumor
1240,1241,Tumor 3,Tumor
1302,1303,Tumor 7,Tumor
1283,1284,Tumor 3,Tumor
1332,1333,Tumor 6 / DC,Tumor
1342,1343,Tumor 6 / DC,Tumor
1457,1458,Tumor 7,Tumor
1427,1428,Tumor 6 / DC,Tumor
1320,1321,Tumor 7,Tumor
1163,1164,Tumor 7,Tumor
1123,1124,Tumor 4,Tumor
1236,1237,Tumor 3,Tumor
1196,1197,Tumor 6 / DC,Tumor
1185,1186,Tumor 2 (Ki67 Proliferating),Tumor
1287,1288,Tumor 3,Tumor
1286,1287,Tumor 6 / DC,Tumor
1229,1230,Tumor 2 (Ki67 Proliferating),Tumor
1026,1027,Tumor 4,Tumor
994,995,Tumor 2 (Ki67 Proliferating),Tumor
959,960,Tumor 6 / DC,Tumor
1012,1013,Tumor 6 / DC,Tumor
836,837,Tumor 4,Tumor
859,860,Tumor 2 (Ki67 Proliferating),Tumor
853,854,Tumor 3,Tumor
805,806,Tumor 6 / DC,Tumor
800,801,Tumor 6 / DC,Tumor
35,36,Tumor 4,Tumor
11,12,Tumor 2 (Ki67 Proliferating),Tumor
1498,1499,Tumor 3,Tumor
1535,1536,Tumor 4,Tumor
1540,1541,Tumor 3,Tumor
1472,1473,Tumor 3,Tumor
1505,1506,Tumor 3,Tumor
1539,1540,Tumor 3,Tumor
1575,1576,Tumor 1,Tumor
1561,1562,Tumor 1,Tumor
1550,1551,Tumor 4,Tumor
1577,1578,Tumor 1,Tumor
1780,1781,Tumor 2 (Ki67 Proliferating),Tumor
1857,1858,Tumor 3,Tumor
1806,1807,Tumor 2 (Ki67 Proliferating),Tumor
1707,1708,Tumor 4,Tumor
1706,1707,Tumor 1,Tumor
1671,1672,Tumor 6 / DC,Tumor
1914,1915,Tumor 6 / DC,Tumor
1899,1900,Tumor 6 / DC,Tumor
1887,1888,Tumor 4,Tumor
1823,1824,Tumor 2 (Ki67 Proliferating),Tumor
1769,1770,Tumor 3,Tumor
2007,2008,Tumor 4,Tumor
2028,2029,Tumor 4,Tumor
2021,2022,Tumor 4,Tumor
1115,1116,Tumor 3,Tumor
1079,1080,Tumor 6 / DC,Tumor
1103,1104,Tumor 3,Tumor
1154,1155,Tumor 3,Tumor
1264,1265,Tumor 3,Tumor
1250,1251,Tumor 3,Tumor
1227,1228,Tumor 1,Tumor
1295,1296,Tumor 3,Tumor
1292,1293,Tumor 2 (Ki67 Proliferating),Tumor
187,188,Tumor 6 / DC,Tumor
117,118,Tumor 2 (Ki67 Proliferating),Tumor
125,126,Tumor 4,Tumor
165,166,Tumor 2 (Ki67 Proliferating),Tumor
144,145,Tumor 3,Tumor
166,167,Tumor 1,Tumor
195,196,Tumor 1,Tumor
194,195,Tumor 2 (Ki67 Proliferating),Tumor
1479,1480,Tumor 3,Tumor
1444,1445,Tumor 7,Tumor
1433,1434,Tumor 7,Tumor
1412,1413,Tumor 6 / DC,Tumor
1519,1520,Tumor 2 (Ki67 Proliferating),Tumor
1549,1550,Tumor 4,Tumor
1699,1700,Tumor 6 / DC,Tumor
1632,1633,Tumor 6 / DC,Tumor
1659,1660,Tumor 4,Tumor
1856,1857,Tumor 6 / DC,Tumor
1802,1803,Tumor 2 (Ki67 Proliferating),Tumor
1799,1800,Tumor 4,Tumor
1749,1750,Tumor 4,Tumor
1760,1761,Tumor 4,Tumor
1798,1799,Tumor 3,Tumor
1768,1769,Tumor 6 / DC,Tumor
1712,1713,Tumor 6 / DC,Tumor
1793,1794,Tumor 3,Tumor
1781,1782,Tumor 3,Tumor
1740,1741,Tumor 2 (Ki67 Proliferating),Tumor
1804,1805,Tumor 2 (Ki67 Proliferating),Tumor
1841,1842,Tumor 2 (Ki67 Proliferating),Tumor
1952,1953,Tumor 4,Tumor
1915,1916,Tumor 4,Tumor
1980,1981,Tumor 2 (Ki67 Proliferating),Tumor
1853,1854,Tumor 2 (Ki67 Proliferating),Tumor
1898,1899,Tumor 2 (Ki67 Proliferating),Tumor
1992,1993,Tumor 4,Tumor
1942,1943,Tumor 4,Tumor
1205,1206,Tumor 4,Tumor
1167,1168,Tumor 2 (Ki67 Proliferating),Tumor
1165,1166,Tumor 2 (Ki67 Proliferating),Tumor
1231,1232,Tumor 2 (Ki67 Proliferating),Tumor
1246,1247,Tumor 3,Tumor
1189,1190,Tumor 4,Tumor
1225,1226,Tumor 6 / DC,Tumor
1215,1216,Tumor 6 / DC,Tumor
1254,1255,Tumor 2 (Ki67 Proliferating),Tumor
1177,1178,Tumor 3,Tumor
1269,1270,Tumor 1,Tumor
1291,1292,Tumor 6 / DC,Tumor
1367,1368,Tumor 6 / DC,Tumor
1377,1378,Tumor 3,Tumor
1341,1342,Tumor 4,Tumor
1335,1336,Tumor 6 / DC,Tumor
1281,1282,Tumor 6 / DC,Tumor
1261,1262,Tumor 2 (Ki67 Proliferating),Tumor
1222,1223,Tumor 6 / DC,Tumor
1431,1432,Tumor 4,Tumor
1464,1465,Tumor 4,Tumor
1453,1454,Tumor 4,Tumor
1445,1446,Tumor 6 / DC,Tumor
1495,1496,Tumor 4,Tumor
1465,1466,Tumor 2 (Ki67 Proliferating),Tumor
1438,1439,Tumor 4,Tumor
