,CELL_ID,CELL_TYPE,CELL_CLASS
320,321,Tumor 2 (Ki67 Proliferating),Tumor
323,324,Tumor 6 / DC,Tumor
334,335,Tumor 7,Tumor
2177,2178,Tumor 4,Tumor
2209,2210,Tumor 2 (Ki67 Proliferating),Tumor
2236,2237,Tumor 4,Tumor
2202,2203,Tumor 2 (Ki67 Proliferating),Tumor
2222,2223,Tumor 2 (Ki67 Proliferating),Tumor
1916,1917,Tumor 3,Tumor
1888,1889,Tumor 5,Tumor
1937,1938,Tumor 2 (Ki67 Proliferating),Tumor
1586,1587,Tumor 3,Tumor
1609,1610,Tumor 3,Tumor
1583,1584,Tumor 3,Tumor
1631,1632,Tumor 2 (Ki67 Proliferating),Tumor
1944,1945,Tumor 3,Tumor
1906,1907,Tumor 3,Tumor
1959,1960,Tumor 3,Tumor
1967,1968,Tumor 4,Tumor
1968,1969,Tumor 3,Tumor
2184,2185,Tumor 3,Tumor
2174,2175,Tumor 3,Tumor
2060,2061,Tumor 6 / DC,Tumor
2000,2001,Tumor 2 (Ki67 Proliferating),Tumor
2063,2064,Tumor 4,Tumor
2108,2109,Tumor 3,Tumor
2089,2090,Tumor 4,Tumor
2211,2212,Tumor 2 (Ki67 Proliferating),Tumor
2264,2265,Tumor 2 (Ki67 Proliferating),Tumor
2235,2236,Tumor 3,Tumor
2348,2349,Tumor 3,Tumor
2322,2323,Tumor 3,Tumor
2316,2317,Tumor 4,Tumor
2344,2345,Tumor 3,Tumor
2290,2291,Tumor 3,Tumor
2309,2310,Tumor 3,Tumor
1986,1987,Tumor 3,Tumor
2159,2160,Tumor 3,Tumor
2343,2344,Tumor 6 / DC,Tumor
2291,2292,Tumor 6 / DC,Tumor
1395,1396,Tumor 2 (Ki67 Proliferating),Tumor
1401,1402,Tumor 6 / DC,Tumor
1357,1358,Tumor 6 / DC,Tumor
1365,1366,Tumor 3,Tumor
1345,1346,Tumor 3,Tumor
1711,1712,Tumor 2 (Ki67 Proliferating),Tumor
1475,1476,Tumor 3,Tumor
1605,1606,Tumor 3,Tumor
1616,1617,Tumor 2 (Ki67 Proliferating),Tumor
1600,1601,Tumor 3,Tumor
727,728,Tumor 4,Tumor
435,436,Tumor 4,Tumor
40,41,Tumor 3,Tumor
26,27,Tumor 3,Tumor
44,45,Tumor 1,Tumor
74,75,Tumor 7,Tumor
21,22,Tumor 2 (Ki67 Proliferating),Tumor
30,31,Tumor 3,Tumor
51,52,Tumor 3,Tumor
190,191,Tumor 4,Tumor
117,118,Tumor 3,Tumor
139,140,Tumor 3,Tumor
138,139,Tumor 7,Tumor
119,120,Tumor 3,Tumor
180,181,Tumor 7,Tumor
160,161,Tumor 7,Tumor
216,217,Tumor 7,Tumor
240,241,Tumor 4,Tumor
411,412,Tumor 1,Tumor
535,536,Tumor 2 (Ki67 Proliferating),Tumor
500,501,Tumor 3,Tumor
452,453,Tumor 3,Tumor
557,558,Tumor 3,Tumor
555,556,Tumor 2 (Ki67 Proliferating),Tumor
595,596,Tumor 4,Tumor
566,567,Tumor 7,Tumor
519,520,Tumor 2 (Ki67 Proliferating),Tumor
447,448,Tumor 2 (Ki67 Proliferating),Tumor
584,585,Tumor 3,Tumor
436,437,Tumor 2 (Ki67 Proliferating),Tumor
456,457,Tumor 2 (Ki67 Proliferating),Tumor
273,274,Tumor 4,Tumor
1707,1708,Tumor 1,Tumor
1678,1679,Tumor 3,Tumor
1637,1638,Tumor 1,Tumor
1699,1700,Tumor 7,Tumor
1752,1753,Tumor 1,Tumor
1764,1765,Tumor 2 (Ki67 Proliferating),Tumor
1420,1421,Tumor 3,Tumor
1464,1465,Tumor 3,Tumor
1501,1502,Tumor 3,Tumor
1470,1471,Tumor 2 (Ki67 Proliferating),Tumor
1469,1470,Tumor 3,Tumor
1904,1905,Tumor 1,Tumor
1807,1808,Tumor 3,Tumor
1880,1881,Tumor 2 (Ki67 Proliferating),Tumor
2245,2246,Tumor 4,Tumor
2188,2189,Tumor 1,Tumor
2272,2273,Tumor 1,Tumor
2219,2220,Tumor 1,Tumor
2273,2274,Tumor 1,Tumor
1201,1202,Tumor 7,Tumor
1209,1210,Tumor 3,Tumor
1236,1237,Tumor 3,Tumor
1324,1325,Tumor 2 (Ki67 Proliferating),Tumor
1291,1292,Tumor 7,Tumor
1293,1294,Tumor 6 / DC,Tumor
1335,1336,Tumor 2 (Ki67 Proliferating),Tumor
1369,1370,Tumor 6 / DC,Tumor
1377,1378,Tumor 6 / DC,Tumor
1356,1357,Tumor 4,Tumor
1294,1295,Tumor 3,Tumor
712,713,Tumor 5,Tumor
746,747,Tumor 3,Tumor
770,771,Tumor 2 (Ki67 Proliferating),Tumor
725,726,Tumor 3,Tumor
741,742,Tumor 3,Tumor
999,1000,Tumor 3,Tumor
1000,1001,Tumor 3,Tumor
1072,1073,Tumor 3,Tumor
1119,1120,Tumor 3,Tumor
1155,1156,Tumor 2 (Ki67 Proliferating),Tumor
1790,1791,Tumor 3,Tumor
1714,1715,Tumor 7,Tumor
1726,1727,Tumor 7,Tumor
1787,1788,Tumor 1,Tumor
1722,1723,Tumor 4,Tumor
1759,1760,Tumor 3,Tumor
1688,1689,Tumor 1,Tumor
1697,1698,Tumor 3,Tumor
903,904,Tumor 4,Tumor
1359,1360,Tumor 7,Tumor
1306,1307,Tumor 3,Tumor
1319,1320,Tumor 2 (Ki67 Proliferating),Tumor
1585,1586,Tumor 2 (Ki67 Proliferating),Tumor
1534,1535,Tumor 2 (Ki67 Proliferating),Tumor
1460,1461,Tumor 3,Tumor
1437,1438,Tumor 2 (Ki67 Proliferating),Tumor
1447,1448,Tumor 3,Tumor
1269,1270,Tumor 3,Tumor
1301,1302,Tumor 3,Tumor
1271,1272,Tumor 3,Tumor
1388,1389,Tumor 2 (Ki67 Proliferating),Tumor
1430,1431,Tumor 3,Tumor
1467,1468,Tumor 3,Tumor
1384,1385,Tumor 2 (Ki67 Proliferating),Tumor
1520,1521,Tumor 3,Tumor
1497,1498,Tumor 4,Tumor
1545,1546,Tumor 3,Tumor
1552,1553,Tumor 1,Tumor
1494,1495,Tumor 3,Tumor
1706,1707,Tumor 3,Tumor
1705,1706,Tumor 3,Tumor
1762,1763,Tumor 3,Tumor
1770,1771,Tumor 2 (Ki67 Proliferating),Tumor
1730,1731,Tumor 3,Tumor
1632,1633,Tumor 2 (Ki67 Proliferating),Tumor
1290,1291,Tumor 3,Tumor
1280,1281,Tumor 3,Tumor
1311,1312,Tumor 3,Tumor
1367,1368,Tumor 3,Tumor
1380,1381,Tumor 3,Tumor
1421,1422,Tumor 2 (Ki67 Proliferating),Tumor
1415,1416,Tumor 2 (Ki67 Proliferating),Tumor
1346,1347,Tumor 3,Tumor
1244,1245,Tumor 2 (Ki67 Proliferating),Tumor
1320,1321,Tumor 7,Tumor
1323,1324,Tumor 2 (Ki67 Proliferating),Tumor
1391,1392,Tumor 2 (Ki67 Proliferating),Tumor
1221,1222,Tumor 3,Tumor
1151,1152,Tumor 3,Tumor
1285,1286,Tumor 2 (Ki67 Proliferating),Tumor
1192,1193,Tumor 2 (Ki67 Proliferating),Tumor
1312,1313,Tumor 2 (Ki67 Proliferating),Tumor
1307,1308,Tumor 2 (Ki67 Proliferating),Tumor
1255,1256,Tumor 2 (Ki67 Proliferating),Tumor
1224,1225,Tumor 2 (Ki67 Proliferating),Tumor
1098,1099,Tumor 3,Tumor
1089,1090,Tumor 3,Tumor
1063,1064,Tumor 2 (Ki67 Proliferating),Tumor
1088,1089,Tumor 3,Tumor
1042,1043,Tumor 3,Tumor
989,990,Tumor 1,Tumor
883,884,Tumor 3,Tumor
979,980,Tumor 6 / DC,Tumor
827,828,Tumor 2 (Ki67 Proliferating),Tumor
722,723,Tumor 1,Tumor
1142,1143,Tumor 1,Tumor
1259,1260,Tumor 1,Tumor
1260,1261,Tumor 1,Tumor
1212,1213,Tumor 1,Tumor
304,305,Tumor 1,Tumor
275,276,Tumor 1,Tumor
317,318,Tumor 1,Tumor
207,208,Tumor 1,Tumor
341,342,Tumor 2 (Ki67 Proliferating),Tumor
303,304,Tumor 6 / DC,Tumor
299,300,Tumor 2 (Ki67 Proliferating),Tumor
382,383,Tumor 3,Tumor
390,391,Tumor 1,Tumor
430,431,Tumor 1,Tumor
384,385,Tumor 2 (Ki67 Proliferating),Tumor
353,354,Tumor 1,Tumor
325,326,Tumor 1,Tumor
319,320,Tumor 7,Tumor
223,224,Tumor 3,Tumor
198,199,Tumor 7,Tumor
187,188,Tumor 7,Tumor
205,206,Tumor 7,Tumor
181,182,Tumor 7,Tumor
1975,1976,Tumor 3,Tumor
2023,2024,Tumor 2 (Ki67 Proliferating),Tumor
2027,2028,Tumor 3,Tumor
1958,1959,Tumor 6 / DC,Tumor
1991,1992,Tumor 2 (Ki67 Proliferating),Tumor
2032,2033,Tumor 2 (Ki67 Proliferating),Tumor
2074,2075,Tumor 3,Tumor
1972,1973,Tumor 3,Tumor
2172,2173,Tumor 2 (Ki67 Proliferating),Tumor
2141,2142,Tumor 2 (Ki67 Proliferating),Tumor
2224,2225,Tumor 3,Tumor
2189,2190,Tumor 6 / DC,Tumor
2238,2239,Tumor 2 (Ki67 Proliferating),Tumor
2085,2086,Tumor 3,Tumor
2154,2155,Tumor 3,Tumor
2128,2129,Tumor 2 (Ki67 Proliferating),Tumor
2095,2096,Tumor 3,Tumor
2029,2030,Tumor 3,Tumor
2247,2248,Tumor 4,Tumor
2263,2264,Tumor 3,Tumor
2317,2318,Tumor 3,Tumor
2329,2330,Tumor 3,Tumor
2255,2256,Tumor 3,Tumor
1718,1719,Tumor 4,Tumor
1800,1801,Tumor 2 (Ki67 Proliferating),Tumor
1773,1774,Tumor 2 (Ki67 Proliferating),Tumor
1734,1735,Tumor 2 (Ki67 Proliferating),Tumor
1746,1747,Tumor 2 (Ki67 Proliferating),Tumor
1822,1823,Tumor 2 (Ki67 Proliferating),Tumor
1780,1781,Tumor 3,Tumor
1735,1736,Tumor 2 (Ki67 Proliferating),Tumor
1772,1773,Tumor 2 (Ki67 Proliferating),Tumor
1816,1817,Tumor 2 (Ki67 Proliferating),Tumor
1836,1837,Tumor 4,Tumor
1853,1854,Tumor 4,Tumor
1801,1802,Tumor 4,Tumor
1777,1778,Tumor 4,Tumor
1791,1792,Tumor 2 (Ki67 Proliferating),Tumor
1809,1810,Tumor 6 / DC,Tumor
1724,1725,Tumor 3,Tumor
1679,1680,Tumor 3,Tumor
1745,1746,Tumor 3,Tumor
1761,1762,Tumor 3,Tumor
1473,1474,Tumor 3,Tumor
540,541,Tumor 3,Tumor
194,195,Tumor 4,Tumor
127,128,Tumor 7,Tumor
141,142,Tumor 3,Tumor
149,150,Tumor 3,Tumor
333,334,Tumor 7,Tumor
421,422,Tumor 2 (Ki67 Proliferating),Tumor
491,492,Tumor 2 (Ki67 Proliferating),Tumor
412,413,Tumor 2 (Ki67 Proliferating),Tumor
460,461,Tumor 2 (Ki67 Proliferating),Tumor
374,375,Tumor 7,Tumor
541,542,Tumor 2 (Ki67 Proliferating),Tumor
602,603,Tumor 3,Tumor
646,647,Tumor 4,Tumor
642,643,Tumor 2 (Ki67 Proliferating),Tumor
614,615,Tumor 3,Tumor
560,561,Tumor 3,Tumor
530,531,Tumor 3,Tumor
545,546,Tumor 3,Tumor
575,576,Tumor 3,Tumor
509,510,Tumor 2 (Ki67 Proliferating),Tumor
499,500,Tumor 2 (Ki67 Proliferating),Tumor
1981,1982,Tumor 2 (Ki67 Proliferating),Tumor
1509,1510,Tumor 3,Tumor
336,337,Tumor 4,Tumor
331,332,Tumor 2 (Ki67 Proliferating),Tumor
651,652,Tumor 2 (Ki67 Proliferating),Tumor
597,598,Tumor 7,Tumor
635,636,Tumor 3,Tumor
680,681,Tumor 4,Tumor
678,679,Tumor 2 (Ki67 Proliferating),Tumor
1078,1079,Tumor 7,Tumor
1033,1034,Tumor 3,Tumor
1093,1094,Tumor 3,Tumor
1128,1129,Tumor 2 (Ki67 Proliferating),Tumor
1110,1111,Tumor 7,Tumor
1135,1136,Tumor 3,Tumor
1157,1158,Tumor 7,Tumor
1059,1060,Tumor 7,Tumor
1085,1086,Tumor 2 (Ki67 Proliferating),Tumor
1104,1105,Tumor 3,Tumor
1116,1117,Tumor 7,Tumor
1029,1030,Tumor 3,Tumor
1060,1061,Tumor 2 (Ki67 Proliferating),Tumor
1862,1863,Tumor 3,Tumor
1842,1843,Tumor 3,Tumor
1892,1893,Tumor 3,Tumor
1821,1822,Tumor 3,Tumor
1539,1540,Tumor 3,Tumor
1553,1554,Tumor 2 (Ki67 Proliferating),Tumor
1556,1557,Tumor 3,Tumor
1582,1583,Tumor 2 (Ki67 Proliferating),Tumor
1587,1588,Tumor 3,Tumor
1610,1611,Tumor 2 (Ki67 Proliferating),Tumor
1506,1507,Tumor 3,Tumor
1458,1459,Tumor 3,Tumor
1484,1485,Tumor 3,Tumor
1574,1575,Tumor 3,Tumor
916,917,Tumor 1,Tumor
1023,1024,Tumor 2 (Ki67 Proliferating),Tumor
980,981,Tumor 2 (Ki67 Proliferating),Tumor
920,921,Tumor 1,Tumor
285,286,Tumor 1,Tumor
239,240,Tumor 3,Tumor
217,218,Tumor 2 (Ki67 Proliferating),Tumor
226,227,Tumor 2 (Ki67 Proliferating),Tumor
268,269,Tumor 7,Tumor
242,243,Tumor 2 (Ki67 Proliferating),Tumor
266,267,Tumor 7,Tumor
2117,2118,Tumor 3,Tumor
2146,2147,Tumor 3,Tumor
2105,2106,Tumor 3,Tumor
1881,1882,Tumor 6 / DC,Tumor
1902,1903,Tumor 2 (Ki67 Proliferating),Tumor
1852,1853,Tumor 6 / DC,Tumor
1845,1846,Tumor 3,Tumor
1825,1826,Tumor 2 (Ki67 Proliferating),Tumor
1810,1811,Tumor 4,Tumor
1867,1868,Tumor 3,Tumor
1629,1630,Tumor 2 (Ki67 Proliferating),Tumor
1667,1668,Tumor 3,Tumor
1668,1669,Tumor 3,Tumor
1704,1705,Tumor 2 (Ki67 Proliferating),Tumor
1755,1756,Tumor 4,Tumor
1669,1670,Tumor 3,Tumor
1483,1484,Tumor 3,Tumor
1519,1520,Tumor 3,Tumor
1578,1579,Tumor 2 (Ki67 Proliferating),Tumor
1503,1504,Tumor 2 (Ki67 Proliferating),Tumor
1504,1505,Tumor 3,Tumor
1530,1531,Tumor 3,Tumor
469,470,Tumor 2 (Ki67 Proliferating),Tumor
502,503,Tumor 2 (Ki67 Proliferating),Tumor
517,518,Tumor 2 (Ki67 Proliferating),Tumor
58,59,Tumor 4,Tumor
252,253,Tumor 7,Tumor
462,463,Tumor 3,Tumor
497,498,Tumor 2 (Ki67 Proliferating),Tumor
1934,1935,Tumor 1,Tumor
1997,1998,Tumor 1,Tumor
1957,1958,Tumor 2 (Ki67 Proliferating),Tumor
1748,1749,Tumor 3,Tumor
1664,1665,Tumor 3,Tumor
902,903,Tumor 4,Tumor
1433,1434,Tumor 3,Tumor
1390,1391,Tumor 3,Tumor
1205,1206,Tumor 2 (Ki67 Proliferating),Tumor
1266,1267,Tumor 2 (Ki67 Proliferating),Tumor
1178,1179,Tumor 2 (Ki67 Proliferating),Tumor
1258,1259,Tumor 3,Tumor
1233,1234,Tumor 3,Tumor
1171,1172,Tumor 3,Tumor
1158,1159,Tumor 3,Tumor
1182,1183,Tumor 3,Tumor
1030,1031,Tumor 1,Tumor
1049,1050,Tumor 7,Tumor
1061,1062,Tumor 1,Tumor
1969,1970,Tumor 3,Tumor
1971,1972,Tumor 3,Tumor
1943,1944,Tumor 2 (Ki67 Proliferating),Tumor
1982,1983,Tumor 3,Tumor
2073,2074,Tumor 2 (Ki67 Proliferating),Tumor
2084,2085,Tumor 3,Tumor
1917,1918,Tumor 2 (Ki67 Proliferating),Tumor
1894,1895,Tumor 2 (Ki67 Proliferating),Tumor
1987,1988,Tumor 3,Tumor
1930,1931,Tumor 2 (Ki67 Proliferating),Tumor
1911,1912,Tumor 3,Tumor
1882,1883,Tumor 3,Tumor
1640,1641,Tumor 2 (Ki67 Proliferating),Tumor
1584,1585,Tumor 3,Tumor
1555,1556,Tumor 2 (Ki67 Proliferating),Tumor
111,112,Tumor 4,Tumor
373,374,Tumor 2 (Ki67 Proliferating),Tumor
417,418,Tumor 2 (Ki67 Proliferating),Tumor
467,468,Tumor 2 (Ki67 Proliferating),Tumor
414,415,Tumor 3,Tumor
457,458,Tumor 3,Tumor
495,496,Tumor 2 (Ki67 Proliferating),Tumor
1926,1927,Tumor 2 (Ki67 Proliferating),Tumor
1700,1701,Tumor 3,Tumor
1756,1757,Tumor 3,Tumor
917,918,Tumor 1,Tumor
868,869,Tumor 1,Tumor
990,991,Tumor 1,Tumor
913,914,Tumor 1,Tumor
996,997,Tumor 1,Tumor
2010,2011,Tumor 3,Tumor
1998,1999,Tumor 3,Tumor
2062,2063,Tumor 3,Tumor
2040,2041,Tumor 3,Tumor
439,440,Tumor 2 (Ki67 Proliferating),Tumor
471,472,Tumor 2 (Ki67 Proliferating),Tumor
443,444,Tumor 3,Tumor
410,411,Tumor 3,Tumor
534,535,Tumor 3,Tumor
590,591,Tumor 3,Tumor
1565,1566,Tumor 2 (Ki67 Proliferating),Tumor
1634,1635,Tumor 3,Tumor
1576,1577,Tumor 2 (Ki67 Proliferating),Tumor
1674,1675,Tumor 2 (Ki67 Proliferating),Tumor
1593,1594,Tumor 3,Tumor
1641,1642,Tumor 3,Tumor
1638,1639,Tumor 3,Tumor
1599,1600,Tumor 2 (Ki67 Proliferating),Tumor
1536,1537,Tumor 2 (Ki67 Proliferating),Tumor
